CustomerID,Age,Gender,Income,Location,HighestEducation,CreditScore,Profession,DisposableIncome
92,54,0,4835000.0,2,0,713,0,1160000.0
93,29,0,563000.0,1,2,645,0,90000.0
94,35,1,1272000.0,2,0,673,0,318000.0
95,34,0,1034000.0,2,1,726,2,352000.0
96,18,1,631000.0,2,0,712,0,114000.0
97,44,1,1031000.0,2,1,685,1,289000.0
98,43,0,633000.0,2,1,750,1,158000.0
99,40,1,2270000.0,1,0,748,0,250000.0
100,36,1,331000.0,2,0,670,3,146000.0
101,18,0,664000.0,0,0,733,2,86000.0
102,33,0,2460000.0,0,2,655,0,394000.0
103,34,1,1322000.0,1,2,712,0,423000.0
104,27,1,851000.0,0,3,712,1,162000.0
105,37,0,693000.0,2,0,699,0,187000.0
106,46,0,1646000.0,0,0,686,2,198000.0
107,68,0,1143000.0,2,0,702,3,183000.0
108,42,0,995000.0,1,0,699,0,100000.0
109,43,0,1602000.0,0,1,586,0,417000.0
110,38,1,2203000.0,0,3,769,1,198000.0
111,18,1,541000.0,0,0,731,2,65000.0
112,39,0,564000.0,1,1,676,0,164000.0
113,40,1,685000.0,1,1,747,3,123000.0
114,76,1,3689000.0,0,2,673,3,553000.0
115,37,0,1126000.0,1,1,565,0,214000.0
116,44,0,798000.0,2,3,716,0,463000.0
117,39,0,700000.0,1,1,619,1,329000.0
118,22,1,1569000.0,0,1,633,0,361000.0
119,57,0,1249000.0,2,0,645,0,1411000.0
120,51,1,699000.0,0,3,704,0,154000.0
121,51,0,742000.0,0,1,708,3,267000.0
122,26,0,1660000.0,0,1,752,0,232000.0
123,61,0,1074000.0,1,1,638,1,322000.0
124,18,0,2039000.0,0,0,663,0,347000.0
125,48,1,2827000.0,2,0,764,0,537000.0
126,72,1,2909000.0,2,0,726,1,1280000.0
127,25,0,1480000.0,2,3,715,3,414000.0
128,31,1,1896000.0,0,2,698,0,398000.0
129,41,1,1255000.0,2,2,720,0,552000.0
130,32,0,1003000.0,2,1,701,3,201000.0
131,18,1,450000.0,2,1,704,1,68000.0
132,41,0,977000.0,2,0,722,0,127000.0
133,24,1,418000.0,1,0,654,3,71000.0
134,47,0,1391000.0,0,2,709,0,167000.0
135,26,1,444000.0,0,0,602,0,124000.0
136,63,0,943000.0,2,1,700,1,236000.0
137,28,1,268000.0,0,1,674,0,131000.0
138,35,1,717000.0,2,1,740,0,158000.0
139,52,0,1139000.0,2,3,630,0,251000.0
140,21,0,645000.0,2,0,709,1,187000.0
141,43,0,2400000.0,0,2,730,1,432000.0
142,59,1,1363000.0,1,1,737,0,327000.0
143,18,0,1637000.0,0,1,667,0,327000.0
144,42,1,2121000.0,0,2,682,0,615000.0
145,43,0,2071000.0,1,0,720,0,746000.0
146,51,0,818000.0,0,1,642,1,155000.0
147,21,0,538000.0,1,1,677,1,97000.0
148,20,0,698000.0,2,0,656,0,272000.0
149,47,1,730000.0,1,1,609,0,153000.0
150,44,1,1058000.0,2,1,773,2,497000.0
151,43,0,729000.0,1,1,701,1,95000.0
152,45,0,653000.0,2,1,647,0,52000.0
153,29,0,1165000.0,0,1,582,0,140000.0
154,43,1,2981000.0,1,1,716,0,924000.0
155,44,0,1048000.0,0,1,621,1,168000.0
156,29,1,1407000.0,2,3,666,0,197000.0
157,67,1,1562000.0,1,1,697,3,359000.0
158,47,0,1055000.0,1,0,637,1,327000.0
159,22,1,1791000.0,1,1,782,0,573000.0
160,49,0,1235000.0,0,2,648,0,111000.0
161,25,0,159000.0,2,0,637,1,27000.0
162,51,0,829000.0,0,1,711,0,290000.0
163,57,0,1447000.0,1,1,682,1,217000.0
164,27,0,1012000.0,2,2,796,1,142000.0
165,54,0,1336000.0,2,2,770,0,174000.0
166,46,0,1062000.0,0,2,775,0,319000.0
167,52,0,1184000.0,0,0,727,1,308000.0
168,68,1,3721000.0,1,0,733,3,670000.0
169,36,1,796000.0,1,0,681,2,103000.0
170,28,0,2835000.0,1,1,733,1,652000.0
171,26,0,1030000.0,1,0,667,1,154000.0
172,27,0,678000.0,2,1,693,0,190000.0
173,38,1,1483000.0,1,0,630,3,252000.0
174,45,1,401000.0,1,2,678,1,80000.0
175,44,0,1329000.0,1,2,727,0,213000.0
176,52,0,1685000.0,0,1,754,1,404000.0
177,40,0,1851000.0,0,3,722,1,185000.0
178,61,0,1713000.0,0,0,768,3,188000.0
179,36,1,1346000.0,1,0,629,1,229000.0
180,80,1,1717000.0,2,0,726,3,240000.0
181,49,0,2267000.0,1,3,656,1,249000.0
182,27,0,715000.0,0,1,720,0,186000.0
183,23,0,1808000.0,0,2,659,0,217000.0
184,47,0,852000.0,1,0,671,0,94000.0
185,36,1,2160000.0,2,2,742,1,346000.0
186,50,0,1260000.0,2,1,712,3,504000.0
187,47,0,1371000.0,2,1,658,1,192000.0
188,38,0,2151000.0,0,3,624,0,237000.0
189,27,1,2268000.0,0,2,656,2,1293000.0
190,18,1,943000.0,2,1,696,2,179000.0
191,33,0,1003000.0,1,0,639,0,381000.0
192,52,0,357000.0,2,1,712,0,29000.0
193,43,0,856000.0,1,2,645,1,94000.0
194,21,1,405000.0,0,1,690,0,166000.0
195,42,0,947000.0,0,1,716,1,161000.0
196,45,0,750000.0,0,0,675,0,60000.0
197,26,0,548000.0,2,0,753,0,214000.0
198,42,1,691000.0,2,1,718,0,69000.0
199,40,0,1470000.0,0,1,653,0,250000.0
200,22,0,312000.0,0,0,643,0,50000.0
201,45,1,608000.0,0,0,777,0,109000.0
202,48,1,1264000.0,2,1,754,0,265000.0
203,56,1,2203000.0,2,1,682,0,176000.0
204,55,1,736000.0,0,0,714,0,339000.0
205,19,0,1770000.0,2,1,685,0,460000.0
206,25,0,204000.0,2,0,732,0,51000.0
207,47,1,1231000.0,2,1,708,0,234000.0
208,47,0,1250000.0,2,0,599,0,350000.0
209,47,1,750000.0,0,1,757,0,128000.0
210,80,1,881000.0,0,1,767,3,141000.0
211,48,0,1325000.0,2,1,676,0,344000.0
212,57,0,1519000.0,0,2,715,2,273000.0
213,54,1,999000.0,0,2,754,0,150000.0
214,49,1,950000.0,0,0,850,1,200000.0
215,35,1,785000.0,1,1,726,0,251000.0
216,51,0,2405000.0,0,1,717,2,240000.0
217,28,0,1523000.0,0,2,743,0,305000.0
218,36,0,1183000.0,2,1,747,0,189000.0
219,32,0,2281000.0,2,0,726,1,433000.0
220,41,0,1920000.0,1,1,635,0,365000.0
221,74,1,3385000.0,1,2,708,3,338000.0
222,18,1,1577000.0,0,0,714,1,378000.0
223,50,1,1177000.0,0,1,626,2,212000.0
224,18,0,446000.0,2,1,731,0,58000.0
225,32,0,364000.0,0,0,643,1,44000.0
226,56,1,1964000.0,0,1,765,1,373000.0
227,40,0,608000.0,0,0,659,1,310000.0
228,23,0,5299000.0,0,2,747,2,1219000.0
229,29,0,722000.0,0,2,665,0,217000.0
230,50,1,864000.0,0,2,763,1,112000.0
231,29,1,1439000.0,0,1,769,0,360000.0
232,43,0,1525000.0,0,0,728,0,259000.0
233,40,1,2777000.0,2,1,668,0,889000.0
234,30,0,873000.0,1,1,721,1,87000.0
235,72,0,3188000.0,0,2,663,3,446000.0
236,49,1,1308000.0,2,2,643,1,157000.0
237,18,1,1077000.0,0,1,674,2,129000.0
238,42,1,1042000.0,0,1,697,0,73000.0
239,30,1,3234000.0,1,3,668,1,711000.0
240,52,1,4557000.0,2,2,686,0,1686000.0
241,28,1,530000.0,0,1,672,3,85000.0
242,38,1,2088000.0,1,1,700,1,271000.0
243,47,1,773000.0,1,1,688,1,294000.0
244,52,1,2621000.0,0,2,624,1,183000.0
245,21,1,2207000.0,0,1,698,2,795000.0
246,34,0,564000.0,2,0,660,0,248000.0
247,32,1,553000.0,2,1,654,0,88000.0
248,30,0,871000.0,0,2,654,1,105000.0
249,66,0,2687000.0,0,1,708,3,376000.0
250,46,1,1542000.0,1,1,720,1,864000.0
251,21,0,761000.0,2,1,706,0,312000.0
252,53,0,1886000.0,0,1,736,0,641000.0
253,71,1,1356000.0,0,1,700,3,149000.0
254,55,0,1434000.0,2,1,706,3,186000.0
255,18,0,1351000.0,0,1,657,0,95000.0
256,32,1,1292000.0,1,1,724,1,103000.0
257,59,0,3675000.0,1,2,692,1,2352000.0
258,29,0,467000.0,0,0,731,0,75000.0
259,46,0,2201000.0,2,2,695,2,330000.0
260,51,0,804000.0,1,1,700,0,105000.0
261,26,1,762000.0,2,1,660,2,130000.0
262,39,1,900000.0,2,0,692,1,108000.0
263,18,0,664000.0,2,1,801,0,133000.0
264,24,1,462000.0,1,1,607,1,185000.0
265,36,0,748000.0,1,0,677,1,142000.0
266,21,0,988000.0,0,1,739,2,158000.0
267,64,1,1374000.0,2,1,664,3,234000.0
268,18,1,1930000.0,1,1,705,1,2181000.0
269,33,1,978000.0,1,1,695,3,147000.0
270,41,0,1153000.0,0,1,742,1,392000.0
271,61,0,1564000.0,1,1,687,2,313000.0
272,18,0,865000.0,1,1,617,0,138000.0
273,57,0,1963000.0,1,2,784,0,1139000.0
274,40,1,872000.0,0,1,693,3,201000.0
275,25,0,513000.0,0,1,707,1,113000.0
276,46,1,1473000.0,2,3,677,0,309000.0
277,42,0,1764000.0,1,3,708,3,459000.0
278,30,0,936000.0,0,0,749,1,328000.0
279,41,0,734000.0,0,1,692,0,51000.0
280,34,0,1134000.0,0,1,661,0,352000.0
281,41,1,1402000.0,2,0,634,2,224000.0
282,49,0,1570000.0,2,2,758,3,188000.0
283,63,0,1021000.0,2,1,677,3,163000.0
284,21,1,896000.0,2,1,727,0,170000.0
285,71,1,3207000.0,2,0,734,3,513000.0
286,18,0,488000.0,1,1,688,1,142000.0
287,37,0,1642000.0,1,0,696,0,509000.0
288,48,1,457000.0,0,2,700,0,110000.0
289,44,1,904000.0,2,1,740,1,154000.0
290,30,1,696000.0,2,0,659,0,230000.0
291,36,0,1609000.0,0,0,689,0,499000.0
292,32,1,2469000.0,1,1,714,0,148000.0
293,31,0,1750000.0,2,1,715,0,402000.0
294,52,0,1894000.0,2,2,731,0,208000.0
295,45,1,2306000.0,2,2,633,2,461000.0
296,29,0,496000.0,1,1,683,0,109000.0
297,53,0,2056000.0,1,1,720,1,329000.0
298,44,0,684000.0,2,1,634,0,144000.0
299,52,0,899000.0,2,1,787,0,90000.0
300,49,1,1533000.0,0,1,622,1,184000.0
301,27,1,510000.0,0,1,643,1,337000.0
302,31,0,1853000.0,1,1,664,1,241000.0
303,51,0,1123000.0,0,0,658,1,382000.0
304,49,1,656000.0,2,1,725,0,112000.0
305,39,1,2072000.0,1,0,704,0,373000.0
306,41,0,876000.0,0,0,655,2,114000.0
307,59,1,1290000.0,1,1,803,0,142000.0
308,31,1,899000.0,2,1,737,0,207000.0
309,48,0,253000.0,0,0,713,1,61000.0
310,36,0,1758000.0,0,0,735,0,193000.0
311,36,0,1089000.0,0,1,719,1,479000.0
312,56,1,1278000.0,2,0,709,0,307000.0
313,52,0,2295000.0,1,3,725,2,574000.0
314,52,0,1267000.0,0,2,697,0,114000.0
315,59,0,901000.0,1,2,733,0,162000.0
316,40,1,710000.0,1,1,703,0,227000.0
317,50,0,2471000.0,1,3,686,1,865000.0
318,35,1,1054000.0,2,1,781,0,169000.0
319,44,1,1964000.0,2,1,704,2,275000.0
320,38,0,1991000.0,0,1,687,0,677000.0
321,41,0,1784000.0,0,1,657,0,535000.0
322,48,0,2331000.0,1,1,650,0,233000.0
323,27,1,748000.0,1,2,702,0,120000.0
324,71,0,2120000.0,1,1,681,3,191000.0
325,24,0,716000.0,2,1,662,0,279000.0
326,21,0,435000.0,2,0,764,0,87000.0
327,57,0,1947000.0,0,2,752,0,409000.0
328,51,1,1636000.0,1,0,650,0,458000.0
329,49,1,1330000.0,1,3,682,0,120000.0
330,49,1,1289000.0,2,1,618,2,503000.0
331,39,0,1587000.0,0,1,675,0,714000.0
332,26,0,687000.0,1,1,666,3,89000.0
333,41,1,1717000.0,1,1,691,0,258000.0
334,29,0,699000.0,0,2,655,0,273000.0
335,54,1,1421000.0,1,0,611,0,114000.0
336,37,0,519000.0,2,0,672,2,67000.0
337,27,0,1620000.0,0,0,762,3,1037000.0
338,35,1,1493000.0,1,1,668,0,523000.0
339,46,1,3322000.0,1,1,796,0,1129000.0
340,31,1,629000.0,2,1,658,1,283000.0
341,27,0,1658000.0,2,3,703,2,448000.0
342,43,0,1310000.0,2,2,716,1,498000.0
343,43,1,636000.0,1,2,647,2,83000.0
344,32,1,1075000.0,1,1,617,3,247000.0
345,32,1,1180000.0,1,0,754,1,153000.0
346,43,0,3141000.0,0,1,754,0,534000.0
347,18,1,556000.0,2,0,769,0,178000.0
348,18,1,907000.0,0,0,659,0,200000.0
349,29,1,1137000.0,2,1,718,0,148000.0
350,36,0,1111000.0,1,2,701,0,322000.0
351,44,0,1129000.0,0,1,695,0,508000.0
352,62,1,2629000.0,0,3,680,3,342000.0
353,52,1,1079000.0,2,0,738,1,378000.0
354,37,1,967000.0,0,1,831,0,580000.0
355,39,1,977000.0,0,2,713,2,195000.0
356,24,1,427000.0,1,1,708,0,38000.0
357,39,0,1781000.0,2,1,667,3,249000.0
358,35,0,923000.0,0,2,733,1,185000.0
359,44,0,2200000.0,1,1,577,0,418000.0
360,27,0,2006000.0,0,2,683,1,361000.0
361,47,0,3559000.0,1,0,718,0,854000.0
362,62,0,2031000.0,0,2,712,3,1665000.0
363,38,0,1273000.0,1,0,695,0,280000.0
364,46,0,1440000.0,1,0,607,1,576000.0
365,50,0,1449000.0,2,1,774,2,145000.0
366,33,0,1861000.0,1,1,711,2,391000.0
367,43,0,1126000.0,0,1,698,1,203000.0
368,40,1,1680000.0,1,2,762,1,134000.0
369,41,0,1223000.0,1,2,760,0,220000.0
370,28,0,499000.0,0,1,689,0,185000.0
371,40,1,1640000.0,0,1,687,0,640000.0
372,47,1,311000.0,1,1,723,1,44000.0
373,61,0,1639000.0,0,0,761,3,475000.0
374,54,1,2289000.0,1,1,749,2,595000.0
375,72,1,1853000.0,1,0,651,2,296000.0
376,28,1,730000.0,1,2,645,0,256000.0
377,53,0,2848000.0,0,1,656,0,740000.0
378,42,1,2872000.0,2,1,727,2,488000.0
379,72,0,2490000.0,2,2,680,1,822000.0
380,27,1,2089000.0,1,0,724,0,167000.0
381,27,1,2734000.0,1,1,635,1,519000.0
382,31,0,636000.0,0,0,658,0,140000.0
383,18,1,520000.0,2,1,724,1,151000.0
384,32,0,1476000.0,2,1,622,3,177000.0
385,28,1,175000.0,2,0,788,2,61000.0
386,42,1,1038000.0,0,1,755,1,519000.0
387,45,0,864000.0,0,1,769,0,285000.0
388,68,1,1389000.0,0,1,738,3,250000.0
389,54,0,811000.0,1,2,606,0,195000.0
390,31,0,930000.0,0,1,756,1,56000.0
391,26,1,1263000.0,1,1,736,0,253000.0
392,47,0,2915000.0,1,1,683,0,787000.0
393,20,1,1072000.0,1,1,677,0,150000.0
394,67,0,623000.0,1,1,739,3,187000.0
395,57,0,1597000.0,0,2,620,2,303000.0
396,32,1,1805000.0,0,0,745,0,722000.0
397,18,0,645000.0,2,0,667,3,52000.0
398,60,1,1992000.0,2,1,708,0,438000.0
399,38,1,1764000.0,1,0,709,2,300000.0
400,58,1,1317000.0,2,0,632,1,184000.0
401,18,1,855000.0,2,0,619,1,137000.0
402,31,1,1520000.0,2,2,712,0,167000.0
403,40,0,801000.0,1,0,697,1,168000.0
404,40,1,891000.0,2,0,714,0,241000.0
405,33,0,750000.0,0,2,649,0,120000.0
406,49,0,1239000.0,1,3,743,0,260000.0
407,23,1,1336000.0,0,1,760,0,321000.0
408,37,1,1607000.0,1,2,686,1,434000.0
409,41,1,732000.0,0,2,642,1,139000.0
410,47,1,764000.0,2,1,671,0,138000.0
411,50,1,950000.0,1,1,714,0,247000.0
412,23,1,440000.0,0,1,722,1,92000.0
413,18,0,932000.0,1,1,797,0,233000.0
414,59,0,893000.0,0,0,741,3,170000.0
415,44,0,1929000.0,2,3,687,2,289000.0
416,28,1,1597000.0,1,1,726,1,319000.0
417,63,0,711000.0,1,2,716,3,128000.0
418,41,0,838000.0,0,1,702,1,285000.0
419,57,0,634000.0,0,1,783,0,114000.0
420,41,1,515000.0,2,2,668,0,201000.0
421,70,1,2302000.0,0,2,730,3,1243000.0
422,66,0,1666000.0,0,1,729,1,550000.0
423,36,0,913000.0,0,2,790,1,776000.0
424,54,0,721000.0,2,0,596,0,296000.0
425,49,0,732000.0,2,1,760,0,37000.0
426,60,0,1347000.0,1,0,644,0,296000.0
427,25,1,922000.0,2,2,623,0,166000.0
428,50,1,813000.0,0,1,652,1,195000.0
429,55,0,1443000.0,1,0,626,3,130000.0
430,18,0,823000.0,2,0,759,1,198000.0
431,22,0,540000.0,2,1,780,3,157000.0
432,18,0,647000.0,0,1,664,0,84000.0
433,35,0,1422000.0,0,0,689,0,270000.0
434,50,0,2322000.0,2,3,756,1,325000.0
435,62,0,1171000.0,1,2,783,3,199000.0
436,41,1,2627000.0,0,1,707,1,473000.0
437,64,1,1347000.0,2,1,678,3,269000.0
438,19,1,1395000.0,2,1,629,1,307000.0
439,18,0,547000.0,0,1,640,0,98000.0
440,39,1,903000.0,1,0,781,0,172000.0
441,45,1,760000.0,1,1,640,0,403000.0
442,39,0,614000.0,1,3,719,1,61000.0
443,18,0,803000.0,0,1,687,2,64000.0
444,38,0,1055000.0,0,2,682,1,316000.0
445,20,0,1820000.0,0,1,622,0,255000.0
446,50,0,953000.0,1,1,688,0,467000.0
447,45,1,1725000.0,1,3,781,2,586000.0
448,25,0,654000.0,0,0,699,0,150000.0
449,32,0,546000.0,0,0,728,0,76000.0
450,24,0,1181000.0,0,0,626,1,189000.0
451,39,1,822000.0,1,1,694,1,107000.0
452,54,0,933000.0,2,0,690,0,252000.0
453,25,1,508000.0,2,1,693,1,71000.0
454,47,0,461000.0,1,0,721,1,46000.0
455,32,0,1277000.0,0,1,712,1,140000.0
456,28,1,1031000.0,0,2,650,2,165000.0
457,38,0,1745000.0,0,1,663,0,209000.0
458,24,0,1315000.0,0,2,700,1,526000.0
459,31,0,470000.0,1,0,806,1,56000.0
460,22,1,878000.0,2,1,662,1,193000.0
461,69,1,1320000.0,2,0,676,1,396000.0
462,40,0,1874000.0,1,1,683,1,712000.0
463,29,1,1807000.0,0,1,716,0,416000.0
464,43,0,494000.0,2,1,748,0,133000.0
465,38,1,1666000.0,1,0,719,3,483000.0
466,36,0,1518000.0,0,0,648,0,288000.0
467,49,1,838000.0,2,1,731,1,210000.0
468,51,1,1418000.0,1,2,775,1,227000.0
469,32,1,310000.0,2,0,702,0,99000.0
470,31,0,979000.0,2,1,686,1,255000.0
471,35,1,547000.0,1,0,787,0,175000.0
472,18,0,1200000.0,1,1,634,0,108000.0
473,18,1,1008000.0,2,1,706,3,151000.0
474,60,0,1177000.0,2,0,717,0,188000.0
475,64,0,1622000.0,1,1,714,3,178000.0
476,36,0,724000.0,0,1,732,0,123000.0
477,48,0,798000.0,0,2,641,0,120000.0
478,44,1,3418000.0,0,1,686,0,991000.0
479,80,1,2831000.0,0,1,680,3,651000.0
480,56,1,1633000.0,1,2,644,0,474000.0
481,38,1,991000.0,0,1,627,0,238000.0
482,25,1,3445000.0,2,2,763,0,517000.0
483,18,0,1651000.0,0,0,708,0,264000.0
484,43,0,1147000.0,1,2,652,1,172000.0
485,28,0,591000.0,0,1,653,0,177000.0
486,18,0,841000.0,0,1,698,1,118000.0
487,30,0,819000.0,1,1,745,0,180000.0
488,23,0,484000.0,0,0,655,3,73000.0
489,65,0,2948000.0,1,1,727,1,678000.0
490,53,0,1709000.0,0,1,772,2,171000.0
491,39,1,795000.0,1,0,727,0,95000.0
492,62,0,1019000.0,0,0,659,3,153000.0
493,41,0,1152000.0,2,1,694,0,346000.0
494,27,1,648000.0,2,0,684,3,168000.0
495,62,0,1221000.0,1,2,676,1,220000.0
496,48,0,3030000.0,1,0,698,0,939000.0
497,24,0,500000.0,1,0,674,0,200000.0
498,37,0,314000.0,2,0,653,0,44000.0
499,26,0,1128000.0,1,0,723,0,598000.0
500,19,0,1643000.0,0,1,747,1,115000.0
501,53,1,1239000.0,1,0,751,0,211000.0
502,68,1,595000.0,1,0,648,3,83000.0
503,19,0,978000.0,0,1,750,0,166000.0
504,48,0,841000.0,0,0,779,1,118000.0
505,30,0,1684000.0,2,0,647,0,1044000.0
506,32,1,667000.0,0,1,655,0,40000.0
507,31,0,1126000.0,0,1,637,0,203000.0
508,27,1,1441000.0,1,2,645,1,288000.0
509,40,1,924000.0,2,3,771,0,65000.0
510,27,0,793000.0,0,2,654,2,206000.0
511,44,0,1475000.0,2,1,735,0,192000.0
512,39,0,282000.0,0,3,622,0,54000.0
513,36,0,2393000.0,2,2,631,0,909000.0
514,26,0,490000.0,0,0,660,1,113000.0
515,31,0,1026000.0,1,1,729,1,174000.0
516,51,0,654000.0,2,1,690,0,98000.0
517,47,0,2377000.0,2,1,696,1,428000.0
518,25,1,802000.0,0,0,660,1,152000.0
519,41,0,1274000.0,2,1,672,0,153000.0
520,51,1,1484000.0,0,0,642,1,282000.0
521,18,1,1414000.0,2,1,734,0,339000.0
522,48,1,711000.0,2,1,717,3,85000.0
523,30,1,865000.0,1,1,684,1,337000.0
524,48,0,2339000.0,1,1,683,0,374000.0
525,28,0,772000.0,2,1,713,1,386000.0
526,18,1,1623000.0,1,1,747,0,454000.0
527,18,1,1025000.0,2,1,667,0,174000.0
528,40,1,915000.0,0,1,733,0,174000.0
529,43,1,1659000.0,2,1,668,1,216000.0
530,26,0,974000.0,2,2,688,0,117000.0
531,49,0,1679000.0,1,0,690,0,722000.0
532,18,0,563000.0,1,0,755,1,79000.0
533,39,0,1714000.0,0,1,675,1,377000.0
534,21,0,1073000.0,0,1,597,0,225000.0
535,30,1,1049000.0,0,3,651,1,231000.0
536,40,1,454000.0,2,1,797,0,64000.0
537,27,0,1203000.0,0,1,617,1,265000.0
538,34,1,1791000.0,0,1,606,1,322000.0
539,55,1,1667000.0,1,2,740,1,217000.0
540,31,1,285000.0,1,0,734,3,48000.0
541,52,0,2299000.0,0,1,681,1,1035000.0
542,23,1,948000.0,0,0,726,0,76000.0
543,47,1,1889000.0,2,2,677,1,472000.0
544,61,0,1548000.0,2,2,651,2,464000.0
545,18,0,392000.0,1,1,785,0,129000.0
546,28,1,1285000.0,0,1,666,1,514000.0
547,48,0,973000.0,0,0,632,0,97000.0
548,36,0,841000.0,0,2,615,0,420000.0
549,45,0,3239000.0,0,2,765,1,324000.0
550,30,1,1159000.0,0,0,708,0,174000.0
551,41,1,1114000.0,2,0,741,0,189000.0
552,37,0,707000.0,2,1,792,0,78000.0
553,57,0,837000.0,0,1,674,1,117000.0
554,43,1,1700000.0,2,2,806,1,374000.0
555,45,1,386000.0,2,0,693,1,58000.0
556,33,1,1359000.0,0,1,703,1,258000.0
557,32,0,1383000.0,2,1,769,0,166000.0
558,33,0,1790000.0,0,0,702,0,322000.0
559,45,0,1963000.0,2,1,741,0,687000.0
560,33,1,1825000.0,0,1,675,0,474000.0
561,44,0,993000.0,0,2,719,0,129000.0
562,71,0,754000.0,2,1,770,2,166000.0
563,53,0,1435000.0,2,1,730,1,100000.0
564,35,0,1155000.0,1,0,679,2,289000.0
565,58,1,2004000.0,0,0,703,1,501000.0
