CustomerID,PersonalLoan_Owned,PersonalLoan_Amount,HomeLoan_Owned,HomeLoan_Amount,VehicleLoan_Owned,VehicleLoan_Amount,EducationLoan_Owned,EducationLoan_Amount,Insurance_Owned,Insurance_Amount,VehicleInsurance_Owned,VehicleInsurance_Amount,MutualFund_Owned,MutualFund_Amount,FixedDeposit_Owned,FixedDeposit_Amount,LastProductPurchased
39,0.8,652500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,27100.0,0.7,15700.0,0.0,0.0,0.0,0.0,PersonalLoan
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,21200.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
41,0.9,355400.0,0.0,0.0,0.7,307700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
42,0.6,410700.0,0.7,3481500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,107800.0,0.0,0.0,PersonalLoan
43,0.0,0.0,0.7,7566000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,24800.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
45,0.0,0.0,0.6,2071800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8500.0,0.8,130900.0,0.0,0.0,MutualFund
47,0.0,0.0,0.7,3458200.0,0.0,0.0,0.8,110100.0,0.0,0.0,0.8,35400.0,0.0,0.0,0.0,0.0,VehicleInsurance
48,0.6,470300.0,0.0,0.0,0.0,0.0,0.6,415900.0,0.0,0.0,0.0,0.0,0.8,185200.0,0.0,0.0,MutualFund
49,0.0,0.0,0.6,3138600.0,0.0,0.0,0.9,193300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,102900.0,HomeLoan
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,17300.0,0.0,0.0,0.6,111900.0,0.0,0.0,Insurance
51,0.5,345000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,239200.0,PersonalLoan
52,0.0,0.0,0.0,0.0,0.6,882900.0,0.8,81100.0,0.0,0.0,0.0,0.0,0.6,310100.0,0.0,0.0,VehicleLoan
53,0.7,277700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10300.0,0.0,0.0,0.7,95800.0,0.0,0.0,Insurance
54,0.0,0.0,0.0,0.0,0.7,290800.0,0.0,0.0,0.7,33900.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,109800.0,FixedDeposit
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,22600.0,0.6,64200.0,0.0,0.0,VehicleInsurance
57,0.0,0.0,0.8,3646500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
58,0.6,508700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,32100.0,0.7,110800.0,0.0,0.0,VehicleInsurance
59,0.0,0.0,0.0,0.0,0.0,0.0,0.7,117400.0,0.0,0.0,0.7,30800.0,0.0,0.0,0.0,0.0,VehicleInsurance
60,0.8,186600.0,0.0,0.0,0.7,265400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
61,0.8,191600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
62,0.0,0.0,0.0,0.0,0.7,719200.0,0.7,152600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
63,0.0,0.0,0.0,0.0,0.0,0.0,0.6,132800.0,0.0,0.0,0.7,17600.0,0.0,0.0,0.0,0.0,EducationLoan
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,12600.0,0.8,160500.0,0.0,0.0,VehicleInsurance
65,0.0,0.0,0.0,0.0,0.7,209300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,145100.0,0.0,0.0,VehicleLoan
66,0.0,0.0,0.8,2360400.0,0.0,0.0,0.8,234800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
67,0.0,0.0,0.8,4639300.0,0.0,0.0,0.0,0.0,0.8,14900.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
69,0.7,149900.0,0.0,0.0,0.7,374300.0,0.0,0.0,0.6,13700.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
70,0.0,0.0,0.0,0.0,0.6,589200.0,0.8,247400.0,0.0,0.0,0.7,19800.0,0.0,0.0,0.0,0.0,EducationLoan
71,0.0,0.0,0.0,0.0,0.7,379000.0,0.0,0.0,0.0,0.0,0.7,13500.0,0.6,110300.0,0.0,0.0,VehicleLoan
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,28700.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
73,0.6,639300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,101300.0,0.0,0.0,MutualFund
74,0.0,0.0,0.8,3261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,38900.0,0.0,0.0,0.0,0.0,VehicleInsurance
75,0.0,0.0,0.0,0.0,0.7,849100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,133100.0,FixedDeposit
77,0.0,0.0,0.0,0.0,0.0,0.0,0.8,216500.0,0.6,23200.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21400.0,0.0,0.0,0.0,0.0,VehicleInsurance
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,486100.0,0.0,0.0,MutualFund
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,19200.0,0.7,26600.0,0.6,64800.0,0.0,0.0,VehicleInsurance
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,132800.0,FixedDeposit
82,0.6,347400.0,0.0,0.0,0.8,617400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,13800.0,0.0,0.0,0.0,0.0,VehicleInsurance
84,0.0,0.0,0.6,6287900.0,0.7,587800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,25100.0,0.0,0.0,0.0,0.0,VehicleInsurance
86,0.7,279900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,240800.0,0.0,0.0,MutualFund
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14600.0,0.0,0.0,0.7,342500.0,0.8,66900.0,MutualFund
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,292400.0,0.0,0.0,MutualFund
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,359800.0,0.0,0.0,MutualFund
90,0.0,0.0,0.6,1590400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,256200.0,0.7,258800.0,MutualFund
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,73800.0,0.0,0.0,MutualFund
92,0.0,0.0,0.8,3324200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
93,0.8,345400.0,0.0,0.0,0.6,2529400.0,0.0,0.0,0.7,18100.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
94,0.0,0.0,0.0,0.0,0.0,0.0,0.8,131500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16700.0,0.0,0.0,0.0,0.0,VehicleInsurance
96,0.8,468200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
97,0.8,370800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
98,0.8,157900.0,0.0,0.0,0.0,0.0,0.9,159100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
99,0.9,487700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
100,0.5,407000.0,0.0,0.0,0.7,202200.0,0.0,0.0,0.7,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,40300.0,0.0,0.0,0.6,138800.0,0.0,0.0,MutualFund
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,173600.0,FixedDeposit
103,0.0,0.0,0.6,5615700.0,0.7,460700.0,0.0,0.0,0.0,0.0,0.7,24000.0,0.0,0.0,0.0,0.0,VehicleLoan
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,27800.0,0.0,0.0,0.0,0.0,0.7,107000.0,Insurance
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,26100.0,0.0,0.0,0.7,294400.0,FixedDeposit
106,0.0,0.0,0.8,4312600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,31900.0,0.0,0.0,0.0,0.0,VehicleInsurance
108,0.0,0.0,0.0,0.0,0.8,240900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,271800.0,0.0,0.0,MutualFund
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,125300.0,FixedDeposit
110,0.8,691500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
111,0.0,0.0,0.0,0.0,0.8,484700.0,0.0,0.0,0.5,32800.0,0.0,0.0,0.0,0.0,0.7,268800.0,FixedDeposit
112,0.6,524800.0,0.0,0.0,0.0,0.0,0.7,126600.0,0.8,25200.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
113,0.0,0.0,0.0,0.0,0.0,0.0,0.6,134600.0,0.9,16300.0,0.0,0.0,0.7,137500.0,0.0,0.0,Insurance
114,0.6,234600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,135500.0,PersonalLoan
115,0.6,163100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,50600.0,0.8,137300.0,PersonalLoan
116,0.0,0.0,0.5,2623500.0,0.6,428300.0,0.0,0.0,0.7,33000.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17800.0,0.7,21800.0,0.0,0.0,0.0,0.0,Insurance
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,19300.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14200.0,0.7,74300.0,0.7,173200.0,MutualFund
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,324100.0,0.0,0.0,MutualFund
121,0.0,0.0,0.0,0.0,0.6,362000.0,0.0,0.0,0.5,13400.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
123,0.0,0.0,0.0,0.0,0.6,1212700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,147500.0,FixedDeposit
124,0.0,0.0,0.0,0.0,0.7,604500.0,0.7,326500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,19700.0,0.0,0.0,0.0,0.0,VehicleInsurance
126,0.0,0.0,0.0,0.0,0.6,680000.0,0.8,190200.0,0.0,0.0,0.0,0.0,0.7,131300.0,0.0,0.0,VehicleLoan
127,0.0,0.0,0.0,0.0,0.8,342700.0,0.0,0.0,0.0,0.0,0.8,11000.0,0.7,83200.0,0.0,0.0,VehicleInsurance
128,0.7,185500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,36600.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
129,0.6,414800.0,0.7,6369500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,291400.0,0.0,0.0,HomeLoan
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,95600.0,FixedDeposit
131,0.0,0.0,0.0,0.0,0.6,621000.0,0.0,0.0,0.7,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
132,0.7,877100.0,0.6,9768300.0,0.6,799300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
133,0.5,927200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,26100.0,0.0,0.0,0.0,0.0,PersonalLoan
134,0.7,498900.0,0.8,8016900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
135,0.7,226700.0,0.0,0.0,0.7,802600.0,0.8,200500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
136,0.0,0.0,0.7,1339600.0,0.8,428800.0,0.8,234200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
137,0.0,0.0,0.7,5916100.0,0.5,292100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,111300.0,0.0,0.0,MutualFund
138,0.0,0.0,0.6,1250600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,38900.0,0.0,0.0,0.0,0.0,HomeLoan
139,0.0,0.0,0.5,2575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15800.0,0.0,0.0,0.0,0.0,HomeLoan
140,0.6,247800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,76300.0,0.8,142400.0,MutualFund
141,0.0,0.0,0.0,0.0,0.0,0.0,0.8,116200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,227900.0,FixedDeposit
142,0.0,0.0,0.0,0.0,0.7,864800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,129600.0,VehicleLoan
143,0.7,300000.0,0.6,3033700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
144,0.0,0.0,0.0,0.0,0.0,0.0,0.8,199800.0,0.6,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
145,0.0,0.0,0.6,5241600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,214600.0,HomeLoan
146,0.0,0.0,0.8,5958600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,75600.0,0.0,0.0,0.0,0.0,VehicleInsurance
147,0.0,0.0,0.8,3856000.0,0.0,0.0,0.0,0.0,0.9,18500.0,0.0,0.0,0.0,0.0,0.6,111000.0,FixedDeposit
148,0.0,0.0,0.0,0.0,0.0,0.0,0.7,108700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
149,0.0,0.0,0.0,0.0,0.0,0.0,0.5,213100.0,0.7,21300.0,0.0,0.0,0.0,0.0,0.8,138000.0,EducationLoan
150,0.0,0.0,0.7,1538100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,109700.0,0.0,0.0,MutualFund
151,0.0,0.0,0.0,0.0,0.7,403400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
152,0.0,0.0,0.7,7174300.0,0.0,0.0,0.0,0.0,0.6,21500.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
153,0.0,0.0,0.0,0.0,0.8,438100.0,0.9,127500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
154,0.0,0.0,1.0,2495600.0,0.0,0.0,0.6,176300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
155,0.0,0.0,0.7,1980700.0,0.0,0.0,0.7,165800.0,0.0,0.0,0.6,28400.0,0.0,0.0,0.0,0.0,HomeLoan
156,0.7,503000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,24800.0,0.0,0.0,0.0,0.0,0.8,129800.0,PersonalLoan
157,0.0,0.0,0.0,0.0,0.0,0.0,0.6,85800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
158,0.0,0.0,0.7,5443900.0,0.7,366200.0,0.0,0.0,0.0,0.0,0.8,61800.0,0.0,0.0,0.0,0.0,VehicleLoan
159,0.0,0.0,0.6,7821700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,154000.0,0.0,0.0,MutualFund
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,124700.0,0.0,0.0,MutualFund
161,0.0,0.0,0.6,2205100.0,0.0,0.0,0.0,0.0,0.8,37800.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
163,0.0,0.0,0.8,4629300.0,0.7,212600.0,0.0,0.0,0.0,0.0,0.8,18900.0,0.0,0.0,0.0,0.0,VehicleInsurance
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,18100.0,0.0,0.0,0.0,0.0,0.7,112400.0,Insurance
165,0.7,916900.0,0.0,0.0,0.8,128100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,170400.0,FixedDeposit
166,0.0,0.0,0.0,0.0,0.6,642300.0,0.0,0.0,0.0,0.0,0.6,8300.0,0.0,0.0,0.0,0.0,VehicleLoan
167,0.6,367600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
168,0.0,0.0,0.0,0.0,0.0,0.0,0.8,226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EducationLoan
169,0.7,179800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14600.0,0.7,123800.0,0.0,0.0,PersonalLoan
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,35000.0,0.0,0.0,0.0,0.0,VehicleInsurance
171,0.7,428700.0,0.0,0.0,0.6,224500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VehicleLoan
172,0.0,0.0,0.5,2017500.0,0.0,0.0,0.0,0.0,0.8,23500.0,0.0,0.0,0.7,196200.0,0.0,0.0,HomeLoan
173,0.0,0.0,0.0,0.0,0.7,1510300.0,0.0,0.0,0.0,0.0,0.7,10100.0,0.0,0.0,0.7,70600.0,VehicleInsurance
174,0.0,0.0,0.7,3910100.0,0.9,440500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,431700.0,0.0,0.0,HomeLoan
175,0.0,0.0,0.6,7606700.0,0.6,435600.0,0.0,0.0,0.5,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,HomeLoan
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,172400.0,0.6,145500.0,FixedDeposit
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,27300.0,0.0,0.0,0.5,133500.0,FixedDeposit
178,0.6,496800.0,0.7,3091700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PersonalLoan
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,498900.0,FixedDeposit
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,21800.0,0.0,0.0,0.0,0.0,0.0,0.0,Insurance
