CustomerID,Age,Gender,Location,HighestEducation,Income,CreditScore,Profession,DisposableIncome
56,53,Female,Suburb,PostDoc,7053000.0,677,Self-employed,1340000.0
57,27,Female,Suburb,Graduation,1970000.0,779,Salaried,79000.0
58,35,Female,Rural,HighSchool,542000.0,672,Self-employed,98000.0
59,44,Female,Rural,Masters,2381000.0,710,Salaried,762000.0
60,54,Female,Suburb,Graduation,3203000.0,567,Self-employed,545000.0
61,32,Female,Suburb,HighSchool,708000.0,834,Self-employed,234000.0
62,37,Male,Rural,Graduation,2069000.0,644,Salaried,207000.0
63,23,Male,Urban,HighSchool,503000.0,704,Self-employed,45000.0
64,22,Male,Suburb,Graduation,619000.0,606,Self-employed,62000.0
65,52,Female,Rural,Graduation,873000.0,720,Salaried,192000.0
66,60,Male,Rural,PostDoc,3457000.0,669,Salaried,864000.0
67,38,Male,Suburb,Graduation,1677000.0,711,Salaried,184000.0
68,55,Male,Rural,Graduation,682000.0,684,Salaried,150000.0
69,45,Male,Suburb,Graduation,3846000.0,723,Business,654000.0
70,30,Female,Rural,Graduation,2061000.0,751,Self-employed,350000.0
71,45,Female,Rural,Masters,2971000.0,628,Self-employed,446000.0
72,63,Female,Urban,HighSchool,1566000.0,782,Retired,345000.0
73,39,Female,Rural,Graduation,987000.0,663,Self-employed,69000.0
74,63,Female,Suburb,Graduation,852000.0,722,Business,60000.0
75,18,Male,Suburb,Graduation,1230000.0,655,Salaried,221000.0
76,52,Male,Urban,Graduation,2679000.0,705,Self-employed,750000.0
77,41,Female,Suburb,HighSchool,640000.0,680,Salaried,147000.0
78,35,Male,Rural,Graduation,807000.0,798,Salaried,250000.0
79,41,Male,Urban,Graduation,1067000.0,660,Salaried,288000.0
80,18,Female,Suburb,HighSchool,745000.0,779,Salaried,45000.0
81,36,Male,Rural,HighSchool,1038000.0,649,Salaried,125000.0
82,45,Male,Urban,HighSchool,2125000.0,779,Self-employed,1148000.0
83,62,Male,Rural,Graduation,2202000.0,748,Self-employed,352000.0
84,32,Male,Suburb,Graduation,821000.0,681,Salaried,328000.0
85,27,Male,Suburb,Masters,1560000.0,691,Salaried,94000.0
86,32,Male,Suburb,HighSchool,431000.0,707,Salaried,47000.0
87,53,Female,Suburb,Graduation,2794000.0,700,Self-employed,503000.0
88,44,Female,Urban,Graduation,831000.0,720,Salaried,233000.0
89,32,Male,Suburb,Graduation,937000.0,705,Business,94000.0
90,47,Female,Urban,Graduation,1911000.0,649,Salaried,382000.0
91,41,Male,Urban,Graduation,3106000.0,673,Self-employed,590000.0
92,54,Male,Rural,HighSchool,3965000.0,713,Salaried,1150000.0
93,29,Male,Suburb,Masters,955000.0,645,Salaried,181000.0
94,35,Female,Rural,HighSchool,1043000.0,673,Salaried,125000.0
95,34,Male,Rural,Graduation,1263000.0,726,Business,253000.0
96,18,Female,Rural,HighSchool,517000.0,712,Salaried,217000.0
97,44,Female,Rural,Graduation,1261000.0,685,Self-employed,164000.0
98,43,Male,Rural,Graduation,773000.0,750,Self-employed,155000.0
99,40,Female,Suburb,HighSchool,1861000.0,748,Salaried,223000.0
100,36,Female,Rural,HighSchool,271000.0,670,Retired,108000.0
101,18,Male,Urban,HighSchool,544000.0,733,Business,76000.0
102,33,Male,Urban,Masters,4172000.0,655,Salaried,1377000.0
103,34,Female,Suburb,Masters,2242000.0,712,Salaried,583000.0
104,27,Female,Urban,PostDoc,1907000.0,712,Self-employed,133000.0
105,37,Male,Rural,HighSchool,568000.0,699,Salaried,153000.0
106,46,Male,Urban,HighSchool,1350000.0,686,Business,189000.0
107,68,Male,Rural,HighSchool,937000.0,702,Retired,178000.0
108,42,Male,Suburb,HighSchool,816000.0,699,Salaried,98000.0
109,43,Male,Urban,Graduation,1957000.0,586,Salaried,1624000.0
110,38,Female,Urban,PostDoc,4939000.0,769,Self-employed,1185000.0
111,18,Female,Urban,HighSchool,444000.0,731,Business,147000.0
112,39,Male,Suburb,Graduation,689000.0,676,Salaried,117000.0
113,40,Female,Suburb,Graduation,838000.0,747,Retired,159000.0
114,76,Female,Urban,Masters,6256000.0,673,Retired,500000.0
115,37,Male,Suburb,Graduation,1376000.0,565,Salaried,330000.0
116,44,Male,Rural,PostDoc,1789000.0,716,Salaried,179000.0
117,39,Male,Suburb,Graduation,855000.0,619,Self-employed,128000.0
118,22,Female,Urban,Graduation,1918000.0,633,Salaried,269000.0
119,57,Male,Rural,HighSchool,1024000.0,645,Salaried,92000.0
120,51,Female,Urban,PostDoc,1566000.0,704,Salaried,251000.0
121,51,Male,Urban,Graduation,906000.0,708,Retired,272000.0
122,26,Male,Urban,Graduation,2029000.0,752,Salaried,203000.0
123,61,Male,Suburb,Graduation,1313000.0,638,Self-employed,328000.0
124,18,Male,Urban,HighSchool,1672000.0,663,Salaried,334000.0
125,48,Female,Rural,HighSchool,2318000.0,764,Salaried,440000.0
126,72,Female,Rural,HighSchool,2385000.0,726,Self-employed,167000.0
127,25,Male,Rural,PostDoc,3317000.0,715,Retired,464000.0
128,31,Female,Urban,Masters,3216000.0,698,Salaried,1544000.0
129,41,Female,Rural,Masters,2128000.0,720,Salaried,298000.0
130,32,Male,Rural,Graduation,1226000.0,701,Retired,306000.0
131,18,Female,Rural,Graduation,550000.0,704,Self-employed,82000.0
132,41,Male,Rural,HighSchool,801000.0,722,Salaried,80000.0
133,24,Female,Suburb,HighSchool,343000.0,654,Retired,48000.0
134,47,Male,Urban,Masters,2358000.0,709,Salaried,920000.0
135,26,Female,Urban,HighSchool,364000.0,602,Salaried,131000.0
136,63,Male,Rural,Graduation,1152000.0,700,Self-employed,115000.0
137,28,Female,Urban,Graduation,327000.0,674,Salaried,46000.0
138,35,Female,Rural,Graduation,876000.0,740,Salaried,96000.0
139,52,Male,Rural,PostDoc,2554000.0,630,Salaried,383000.0
140,21,Male,Rural,HighSchool,529000.0,709,Self-employed,143000.0
141,43,Male,Urban,Masters,4070000.0,730,Self-employed,895000.0
142,59,Female,Suburb,Graduation,1666000.0,737,Salaried,633000.0
143,18,Male,Urban,Graduation,1593000.0,667,Salaried,1067000.0
144,42,Female,Urban,Masters,3598000.0,682,Salaried,828000.0
145,43,Male,Suburb,HighSchool,1698000.0,720,Salaried,543000.0
146,51,Male,Urban,Graduation,999000.0,642,Self-employed,559000.0
147,21,Male,Suburb,Graduation,584000.0,677,Self-employed,70000.0
148,20,Male,Rural,HighSchool,572000.0,656,Salaried,229000.0
149,47,Female,Suburb,Graduation,892000.0,609,Salaried,134000.0
150,44,Female,Rural,Graduation,1293000.0,773,Business,362000.0
151,43,Male,Suburb,Graduation,891000.0,701,Self-employed,116000.0
152,45,Male,Rural,Graduation,798000.0,647,Salaried,335000.0
153,29,Male,Urban,Graduation,1423000.0,582,Salaried,356000.0
154,43,Female,Suburb,Graduation,3642000.0,716,Salaried,692000.0
155,44,Male,Urban,Graduation,1281000.0,621,Self-employed,256000.0
156,29,Female,Rural,PostDoc,3153000.0,666,Salaried,2522000.0
157,67,Female,Suburb,Graduation,1909000.0,697,Retired,382000.0
158,47,Male,Suburb,HighSchool,865000.0,637,Self-employed,78000.0
159,22,Female,Suburb,Graduation,2188000.0,782,Salaried,350000.0
160,49,Male,Urban,Masters,2095000.0,648,Salaried,691000.0
161,25,Male,Rural,HighSchool,130000.0,637,Self-employed,66000.0
162,51,Male,Urban,Graduation,1013000.0,711,Salaried,284000.0
163,57,Male,Suburb,Graduation,1768000.0,682,Self-employed,159000.0
164,27,Male,Rural,Masters,1717000.0,796,Self-employed,240000.0
165,54,Male,Rural,Masters,2265000.0,770,Salaried,362000.0
166,46,Male,Urban,Masters,1801000.0,775,Salaried,414000.0
167,52,Male,Urban,HighSchool,971000.0,727,Self-employed,194000.0
168,68,Female,Suburb,HighSchool,3051000.0,733,Retired,976000.0
169,36,Female,Suburb,HighSchool,653000.0,681,Business,91000.0
170,28,Male,Suburb,Graduation,3465000.0,733,Self-employed,658000.0
171,26,Male,Suburb,HighSchool,845000.0,667,Self-employed,118000.0
172,27,Male,Rural,Graduation,828000.0,693,Salaried,190000.0
173,38,Female,Suburb,HighSchool,1216000.0,630,Retired,170000.0
174,45,Female,Suburb,Masters,679000.0,678,Self-employed,163000.0
175,44,Male,Suburb,Masters,2255000.0,727,Salaried,631000.0
176,52,Male,Urban,Graduation,2060000.0,754,Self-employed,536000.0
177,40,Male,Urban,PostDoc,4151000.0,722,Self-employed,664000.0
178,61,Male,Urban,HighSchool,1405000.0,768,Retired,548000.0
179,36,Female,Suburb,HighSchool,1104000.0,629,Self-employed,243000.0
180,80,Female,Rural,HighSchool,1408000.0,726,Retired,479000.0
181,49,Male,Suburb,PostDoc,5082000.0,656,Self-employed,2846000.0
182,27,Male,Urban,Graduation,874000.0,720,Salaried,411000.0
183,23,Male,Urban,Masters,3067000.0,659,Salaried,521000.0
184,47,Male,Suburb,HighSchool,699000.0,671,Salaried,259000.0
185,36,Female,Rural,Masters,3663000.0,742,Self-employed,2418000.0
186,50,Male,Rural,Graduation,1539000.0,712,Retired,846000.0
187,47,Male,Rural,Graduation,1676000.0,658,Self-employed,184000.0
188,38,Male,Urban,PostDoc,4823000.0,624,Salaried,772000.0
189,27,Female,Urban,Masters,3847000.0,656,Business,1270000.0
190,18,Female,Rural,Graduation,1023000.0,696,Business,368000.0
191,33,Male,Suburb,HighSchool,822000.0,639,Salaried,230000.0
192,52,Male,Rural,Graduation,436000.0,712,Salaried,100000.0
193,43,Male,Suburb,Masters,1452000.0,645,Self-employed,639000.0
194,21,Female,Urban,Graduation,495000.0,690,Salaried,89000.0
195,42,Male,Urban,Graduation,1157000.0,716,Self-employed,301000.0
196,45,Male,Urban,HighSchool,615000.0,675,Salaried,135000.0
197,26,Male,Rural,HighSchool,449000.0,753,Salaried,54000.0
198,42,Female,Rural,Graduation,844000.0,718,Salaried,219000.0
199,40,Male,Urban,Graduation,1796000.0,653,Salaried,251000.0
200,22,Male,Urban,HighSchool,256000.0,643,Salaried,100000.0
201,45,Female,Urban,HighSchool,499000.0,777,Salaried,65000.0
202,48,Female,Rural,Graduation,1545000.0,754,Salaried,185000.0
203,56,Female,Rural,Graduation,2692000.0,682,Salaried,485000.0
204,55,Female,Urban,HighSchool,604000.0,714,Salaried,230000.0
205,19,Male,Rural,Graduation,1723000.0,685,Salaried,293000.0
206,25,Male,Rural,HighSchool,167000.0,732,Salaried,33000.0
207,47,Female,Rural,Graduation,1505000.0,708,Salaried,406000.0
208,47,Male,Rural,HighSchool,1025000.0,599,Salaried,174000.0
209,47,Female,Urban,Graduation,916000.0,757,Salaried,46000.0
210,80,Female,Urban,Graduation,1076000.0,767,Retired,204000.0
211,48,Male,Rural,Graduation,1620000.0,676,Salaried,292000.0
212,57,Male,Urban,Masters,2576000.0,715,Business,412000.0
213,54,Female,Urban,Masters,1694000.0,754,Salaried,322000.0
214,49,Female,Urban,HighSchool,779000.0,850,Self-employed,148000.0
215,35,Female,Suburb,Graduation,959000.0,726,Salaried,144000.0
216,51,Male,Urban,Graduation,2938000.0,717,Business,529000.0
217,28,Male,Urban,Masters,2583000.0,743,Salaried,697000.0
218,36,Male,Rural,Graduation,1446000.0,747,Salaried,549000.0
219,32,Male,Rural,HighSchool,1870000.0,726,Self-employed,280000.0
220,41,Male,Suburb,Graduation,2347000.0,635,Salaried,821000.0
221,74,Female,Suburb,Masters,5740000.0,708,Retired,1435000.0
222,18,Female,Urban,HighSchool,1293000.0,714,Self-employed,129000.0
223,50,Female,Urban,Graduation,1438000.0,626,Business,374000.0
224,18,Male,Rural,Graduation,544000.0,731,Salaried,131000.0
225,32,Male,Urban,HighSchool,298000.0,643,Self-employed,80000.0
226,56,Female,Urban,Graduation,2400000.0,765,Self-employed,360000.0
227,40,Male,Urban,HighSchool,499000.0,659,Self-employed,50000.0
228,23,Male,Urban,Masters,8987000.0,747,Business,719000.0
229,29,Male,Urban,Masters,1224000.0,665,Salaried,282000.0
230,50,Female,Urban,Masters,1465000.0,763,Self-employed,454000.0
231,29,Female,Urban,Graduation,1759000.0,769,Salaried,475000.0
232,43,Male,Urban,HighSchool,1250000.0,728,Salaried,350000.0
233,40,Female,Rural,Graduation,3393000.0,668,Salaried,1493000.0
234,30,Male,Suburb,Graduation,1067000.0,721,Self-employed,267000.0
235,72,Male,Urban,Masters,5408000.0,663,Retired,973000.0
236,49,Female,Rural,Masters,2219000.0,643,Self-employed,1132000.0
237,18,Female,Urban,Graduation,1316000.0,674,Business,211000.0
238,42,Female,Urban,Graduation,1273000.0,697,Salaried,178000.0
239,30,Female,Suburb,PostDoc,7251000.0,668,Self-employed,2755000.0
240,52,Female,Rural,Masters,7728000.0,686,Salaried,618000.0
241,28,Female,Urban,Graduation,648000.0,672,Retired,78000.0
242,38,Female,Suburb,Graduation,2551000.0,700,Self-employed,357000.0
243,47,Female,Suburb,Graduation,944000.0,688,Self-employed,104000.0
244,52,Female,Urban,Masters,4446000.0,624,Self-employed,934000.0
245,21,Female,Urban,Graduation,2391000.0,698,Business,1267000.0
246,34,Male,Rural,HighSchool,462000.0,660,Salaried,79000.0
247,32,Female,Rural,Graduation,676000.0,654,Salaried,61000.0
248,30,Male,Urban,Masters,1478000.0,654,Self-employed,148000.0
249,66,Male,Urban,Graduation,3282000.0,708,Retired,820000.0
250,46,Female,Suburb,Graduation,1884000.0,720,Self-employed,377000.0
251,21,Male,Rural,Graduation,931000.0,706,Salaried,289000.0
252,53,Male,Urban,Graduation,2304000.0,736,Salaried,530000.0
253,71,Female,Urban,Graduation,1657000.0,700,Retired,232000.0
254,55,Male,Rural,Graduation,1753000.0,706,Retired,210000.0
255,18,Male,Urban,Graduation,1315000.0,657,Salaried,171000.0
256,32,Female,Suburb,Graduation,1579000.0,724,Self-employed,332000.0
257,59,Male,Suburb,Masters,6233000.0,692,Self-employed,561000.0
258,29,Male,Urban,HighSchool,383000.0,731,Salaried,38000.0
259,46,Male,Rural,Masters,3732000.0,695,Business,709000.0
260,51,Male,Suburb,Graduation,982000.0,700,Salaried,157000.0
261,26,Female,Rural,Graduation,932000.0,660,Business,233000.0
262,39,Female,Rural,HighSchool,738000.0,692,Self-employed,133000.0
263,18,Male,Rural,Graduation,811000.0,801,Salaried,130000.0
264,24,Female,Suburb,Graduation,564000.0,607,Self-employed,141000.0
265,36,Male,Suburb,HighSchool,613000.0,677,Self-employed,129000.0
266,21,Male,Urban,Graduation,1207000.0,739,Business,266000.0
267,64,Female,Rural,Graduation,1680000.0,664,Retired,84000.0
268,18,Female,Suburb,Graduation,2092000.0,705,Self-employed,356000.0
269,33,Female,Suburb,Graduation,1195000.0,695,Retired,215000.0
270,41,Male,Urban,Graduation,1409000.0,742,Self-employed,352000.0
271,61,Male,Suburb,Graduation,1911000.0,687,Business,803000.0
272,18,Male,Suburb,Graduation,937000.0,617,Salaried,112000.0
273,57,Male,Suburb,Masters,3329000.0,784,Salaried,466000.0
274,40,Female,Urban,Graduation,1066000.0,693,Retired,384000.0
275,25,Male,Urban,Graduation,627000.0,707,Self-employed,119000.0
276,46,Female,Rural,PostDoc,3302000.0,677,Salaried,759000.0
277,42,Male,Suburb,PostDoc,3955000.0,708,Retired,475000.0
278,30,Male,Urban,HighSchool,768000.0,749,Self-employed,115000.0
279,41,Male,Urban,Graduation,897000.0,692,Salaried,161000.0
280,34,Male,Urban,Graduation,1386000.0,661,Salaried,679000.0
281,41,Female,Rural,HighSchool,1150000.0,634,Business,345000.0
282,49,Male,Rural,Masters,2663000.0,758,Retired,426000.0
283,63,Male,Rural,Graduation,1247000.0,677,Retired,224000.0
284,21,Female,Rural,Graduation,1095000.0,727,Salaried,219000.0
285,71,Female,Rural,HighSchool,2630000.0,734,Retired,421000.0
286,18,Male,Suburb,Graduation,596000.0,688,Self-employed,119000.0
287,37,Male,Suburb,HighSchool,1346000.0,696,Salaried,700000.0
288,48,Female,Urban,Masters,775000.0,700,Salaried,264000.0
289,44,Female,Rural,Graduation,1105000.0,740,Self-employed,210000.0
290,30,Female,Rural,HighSchool,571000.0,659,Salaried,217000.0
291,36,Male,Urban,HighSchool,1319000.0,689,Salaried,158000.0
292,32,Female,Suburb,Graduation,3017000.0,714,Salaried,935000.0
293,31,Male,Rural,Graduation,2138000.0,715,Salaried,214000.0
294,52,Male,Rural,Masters,3213000.0,731,Salaried,257000.0
295,45,Female,Rural,Masters,3910000.0,633,Business,821000.0
296,29,Male,Suburb,Graduation,606000.0,683,Salaried,127000.0
297,53,Male,Suburb,Graduation,2513000.0,720,Self-employed,729000.0
298,44,Male,Rural,Graduation,837000.0,634,Salaried,243000.0
299,52,Male,Rural,Graduation,1098000.0,787,Salaried,461000.0
300,49,Female,Urban,Graduation,1873000.0,622,Self-employed,375000.0
301,27,Female,Urban,Graduation,624000.0,643,Self-employed,125000.0
302,31,Male,Suburb,Graduation,2264000.0,664,Self-employed,815000.0
303,51,Male,Urban,HighSchool,921000.0,658,Self-employed,101000.0
304,49,Female,Rural,Graduation,802000.0,725,Salaried,152000.0
305,39,Female,Suburb,HighSchool,1699000.0,704,Salaried,238000.0
306,41,Male,Urban,HighSchool,718000.0,655,Business,86000.0
307,59,Female,Suburb,Graduation,1576000.0,803,Salaried,394000.0
308,31,Female,Rural,Graduation,1098000.0,737,Salaried,143000.0
309,48,Male,Urban,HighSchool,207000.0,713,Self-employed,31000.0
310,36,Male,Urban,HighSchool,1442000.0,735,Salaried,288000.0
311,36,Male,Urban,Graduation,1331000.0,719,Self-employed,319000.0
312,56,Female,Rural,HighSchool,1048000.0,709,Salaried,398000.0
313,52,Male,Suburb,PostDoc,5146000.0,725,Business,1647000.0
314,52,Male,Urban,Masters,2149000.0,697,Salaried,645000.0
315,59,Male,Suburb,Masters,1529000.0,733,Salaried,199000.0
316,40,Female,Suburb,Graduation,868000.0,703,Salaried,451000.0
317,50,Male,Suburb,PostDoc,5540000.0,686,Self-employed,942000.0
318,35,Female,Rural,Graduation,1288000.0,781,Salaried,180000.0
319,44,Female,Rural,Graduation,2400000.0,704,Business,336000.0
320,38,Male,Urban,Graduation,2433000.0,687,Salaried,170000.0
321,41,Male,Urban,Graduation,2180000.0,657,Salaried,545000.0
322,48,Male,Suburb,Graduation,2849000.0,650,Salaried,228000.0
323,27,Female,Suburb,Masters,1269000.0,702,Salaried,127000.0
324,71,Male,Suburb,Graduation,2591000.0,681,Retired,1244000.0
325,24,Male,Rural,Graduation,875000.0,662,Salaried,368000.0
326,21,Male,Rural,HighSchool,357000.0,764,Salaried,39000.0
327,57,Male,Urban,Masters,3303000.0,752,Salaried,396000.0
328,51,Female,Suburb,HighSchool,1342000.0,650,Salaried,416000.0
329,49,Female,Suburb,PostDoc,2982000.0,682,Salaried,268000.0
330,49,Female,Rural,Graduation,1574000.0,618,Business,252000.0
331,39,Male,Urban,Graduation,1939000.0,675,Salaried,330000.0
332,26,Male,Suburb,Graduation,839000.0,666,Retired,84000.0
333,41,Female,Suburb,Graduation,2099000.0,691,Salaried,252000.0
334,29,Male,Urban,Masters,1185000.0,655,Salaried,95000.0
335,54,Female,Suburb,HighSchool,1165000.0,611,Salaried,291000.0
336,37,Male,Rural,HighSchool,426000.0,672,Business,64000.0
337,27,Male,Urban,HighSchool,1328000.0,762,Retired,93000.0
338,35,Female,Suburb,Graduation,1825000.0,668,Salaried,548000.0
339,46,Female,Suburb,Graduation,4060000.0,796,Salaried,1218000.0
340,31,Female,Rural,Graduation,769000.0,658,Self-employed,185000.0
341,27,Male,Rural,PostDoc,3717000.0,703,Business,1487000.0
342,43,Male,Rural,Masters,2222000.0,716,Self-employed,711000.0
343,43,Female,Suburb,Masters,1079000.0,647,Business,270000.0
344,32,Female,Suburb,Graduation,1314000.0,617,Retired,184000.0
345,32,Female,Suburb,HighSchool,968000.0,754,Self-employed,310000.0
346,43,Male,Urban,Graduation,3839000.0,754,Salaried,691000.0
347,18,Female,Rural,HighSchool,456000.0,769,Salaried,55000.0
348,18,Female,Urban,HighSchool,744000.0,659,Salaried,171000.0
349,29,Female,Rural,Graduation,1390000.0,718,Salaried,292000.0
350,36,Male,Suburb,Masters,1884000.0,701,Salaried,433000.0
351,44,Male,Urban,Graduation,1380000.0,695,Salaried,304000.0
352,62,Female,Urban,PostDoc,5894000.0,680,Retired,766000.0
353,52,Female,Rural,HighSchool,885000.0,738,Self-employed,115000.0
354,37,Female,Urban,Graduation,1182000.0,831,Salaried,355000.0
355,39,Female,Urban,Masters,1658000.0,713,Business,332000.0
356,24,Female,Suburb,Graduation,522000.0,708,Salaried,47000.0
357,39,Male,Rural,Graduation,2177000.0,667,Retired,283000.0
358,35,Male,Urban,Masters,1566000.0,733,Self-employed,141000.0
359,44,Male,Suburb,Graduation,2687000.0,577,Salaried,645000.0
360,27,Male,Urban,Masters,3402000.0,683,Self-employed,816000.0
361,47,Male,Suburb,HighSchool,2918000.0,718,Salaried,292000.0
362,62,Male,Urban,Masters,3445000.0,712,Retired,413000.0
363,38,Male,Suburb,HighSchool,1044000.0,695,Salaried,240000.0
364,46,Male,Suburb,HighSchool,1181000.0,607,Self-employed,177000.0
365,50,Male,Rural,Graduation,1770000.0,774,Business,195000.0
366,33,Male,Suburb,Graduation,2275000.0,711,Business,660000.0
367,43,Male,Urban,Graduation,1376000.0,698,Self-employed,248000.0
368,40,Female,Suburb,Masters,2849000.0,762,Self-employed,199000.0
369,41,Male,Suburb,Masters,2074000.0,760,Salaried,373000.0
370,28,Male,Urban,Graduation,610000.0,689,Salaried,366000.0
371,40,Female,Urban,Graduation,2004000.0,687,Salaried,481000.0
372,47,Female,Suburb,Graduation,380000.0,723,Self-employed,80000.0
373,61,Male,Urban,HighSchool,1344000.0,761,Retired,309000.0
374,54,Female,Suburb,Graduation,2797000.0,749,Business,420000.0
375,72,Female,Suburb,HighSchool,1519000.0,651,Business,213000.0
376,28,Female,Suburb,Masters,1239000.0,645,Salaried,112000.0
377,53,Male,Urban,Graduation,3481000.0,656,Salaried,383000.0
378,42,Female,Rural,Graduation,3509000.0,727,Business,1298000.0
379,72,Male,Rural,Masters,4223000.0,680,Self-employed,718000.0
380,27,Female,Suburb,HighSchool,1713000.0,724,Salaried,548000.0
381,27,Female,Suburb,Graduation,3341000.0,635,Self-employed,234000.0
382,31,Male,Urban,HighSchool,522000.0,658,Salaried,99000.0
383,18,Female,Rural,Graduation,635000.0,724,Self-employed,356000.0
384,32,Male,Rural,Graduation,1804000.0,622,Retired,343000.0
385,28,Female,Rural,HighSchool,144000.0,788,Business,36000.0
386,42,Female,Urban,Graduation,1268000.0,755,Self-employed,165000.0
387,45,Male,Urban,Graduation,1056000.0,769,Salaried,169000.0
388,68,Female,Urban,Graduation,1698000.0,738,Retired,289000.0
389,54,Male,Suburb,Masters,1375000.0,606,Salaried,220000.0
390,31,Male,Urban,Graduation,1136000.0,756,Self-employed,159000.0
391,26,Female,Suburb,Graduation,1543000.0,736,Salaried,355000.0
392,47,Male,Suburb,Graduation,3562000.0,683,Salaried,249000.0
393,20,Female,Suburb,Graduation,1309000.0,677,Salaried,681000.0
394,67,Male,Suburb,Graduation,761000.0,739,Retired,129000.0
395,57,Male,Urban,Masters,2709000.0,620,Business,298000.0
396,32,Female,Urban,HighSchool,1480000.0,745,Salaried,222000.0
397,18,Male,Rural,HighSchool,529000.0,667,Retired,63000.0
398,60,Female,Rural,Graduation,2434000.0,708,Salaried,292000.0
399,38,Female,Suburb,HighSchool,1446000.0,709,Business,260000.0
400,58,Female,Rural,HighSchool,1080000.0,632,Self-employed,335000.0
401,18,Female,Rural,HighSchool,701000.0,619,Self-employed,259000.0
402,31,Female,Rural,Masters,2578000.0,712,Salaried,644000.0
403,40,Male,Suburb,HighSchool,657000.0,697,Self-employed,85000.0
404,40,Female,Rural,HighSchool,731000.0,714,Salaried,139000.0
405,33,Male,Urban,Masters,1273000.0,649,Salaried,153000.0
406,49,Male,Suburb,PostDoc,2778000.0,743,Salaried,583000.0
407,23,Female,Urban,Graduation,1632000.0,760,Salaried,424000.0
